,trialnumber,trlid,blocknumber,arraytiltcond,probetiltcond,stim1cond,stim2cond,trialDifficultyChange,trialdifficulty,difficultyOri,stim1ori,addToStim1,stim2ori,correctResp,delay1,delay2,ITI,stim1trig,stim2trig,respcuetrig,buttonpresstrig,fbtrig,rt,resptime,PerceptDecCorrect,trlResponded,buttonResponded,buttontrig,subid,fbgiven,prevtrlfb,rewarded,unrewarded
1380,35,227,4,0,0,-1,-1,0,1,4,-42,0,-42,d,4.07,0.68,3.42,1,2,22,-100,61,0.2964451613,0.3800818183,0,1,k,50.0,14,incorrect,correct,0,1
1386,36,228,4,1,0,1,-1,0,1,4,55,0,55,d,4.76,0.63,3.94,10,11,31,-100,61,0.0682266633,0.119968502,0,1,k,50.0,14,incorrect,incorrect,0,1
1392,37,229,4,1,0,1,-1,0,1,4,59,0,59,d,4.15,0.61,4.61,10,11,31,-100,60,0.4281720835,0.530190342,1,1,d,40.0,14,correct,incorrect,1,0
1398,38,230,4,0,1,-1,1,0,1,4,-59,4,-55,k,4.36,0.66,4.94,1,3,23,-100,60,0.4116895398,0.5001535269,1,1,k,50.0,14,correct,correct,1,0
1404,39,231,4,0,1,-1,1,1,2,8,-45,8,-37,k,4.08,0.6,4.97,1,3,23,-100,60,0.303180102,0.3701001474,1,1,k,50.0,14,correct,correct,1,0
1410,40,232,4,1,1,1,1,0,2,8,37,8,45,k,6.12,0.42,4.77,10,12,32,-100,60,0.3221629814,0.3901627043,1,1,k,50.0,14,correct,correct,1,0
1416,41,233,4,1,1,1,1,0,2,8,46,8,54,k,6.44,0.59,4.01,10,12,32,-100,60,0.0909526336,0.1600166385,1,1,k,50.0,14,correct,correct,1,0
1422,42,234,4,1,0,1,-1,0,2,8,40,0,40,d,6.12,0.48,4.62,10,11,31,-100,61,0.1597768686,0.2500287239,0,1,k,50.0,14,incorrect,correct,0,1
1428,43,235,4,0,0,-1,-1,0,2,8,-60,0,-60,d,6.71,0.63,3.26,1,2,22,-100,61,0.4552395718,0.5202035393,0,1,k,50.0,14,incorrect,incorrect,0,1
1434,44,236,4,0,1,-1,1,0,2,8,-34,8,-26,k,5.63,0.54,4.16,1,3,23,-100,60,0.0302888444,0.0999541273,1,1,k,50.0,14,correct,incorrect,1,0
1440,45,237,4,1,0,1,-1,0,2,8,47,0,47,d,6.74,0.54,4.37,10,11,31,-100,60,0.3311174334,0.4201239676,1,1,d,40.0,14,correct,correct,1,0
1446,46,238,4,0,0,-1,-1,0,2,8,-38,0,-38,d,6.32,0.7,4.14,1,2,22,-100,61,0.4601989036,0.550239214,0,1,k,50.0,14,incorrect,correct,0,1
1452,47,239,4,0,0,-1,-1,0,2,8,-32,0,-32,d,4.7,0.61,3.19,1,2,22,-100,61,0.3703752699,0.4201553287,0,1,k,50.0,14,incorrect,incorrect,0,1
1458,48,240,4,1,0,1,-1,0,2,8,51,0,51,d,5.15,0.59,3.65,10,11,31,-100,60,0.1702771381,0.2200480737,1,1,d,40.0,14,correct,incorrect,1,0
1464,49,241,4,1,0,1,-1,0,2,8,45,0,45,d,6.88,0.65,4.81,10,11,31,-100,60,0.3162839138,0.3900147369,1,1,d,40.0,14,correct,correct,1,0
1470,50,242,4,0,0,-1,-1,0,2,8,-56,0,-56,d,6.56,0.53,3.8,1,2,22,-100,61,0.2192811521,0.2899633902,0,1,k,50.0,14,incorrect,correct,0,1
1476,51,243,4,0,0,-1,-1,0,2,8,-51,0,-51,d,5.26,0.43,4.7,1,2,22,-100,60,0.1187747842,0.1899890208,1,1,d,40.0,14,correct,incorrect,1,0
1482,52,244,4,1,1,1,1,1,1,4,57,4,61,k,4.89,0.48,3.74,10,12,32,-100,61,0.3749183542,0.4101331735,0,1,d,40.0,14,incorrect,correct,0,1
1488,53,245,4,0,0,-1,-1,0,1,4,-34,0,-34,d,4.06,0.43,4.64,1,2,22,-100,61,0.2469288208,0.330145239,0,1,k,50.0,14,incorrect,incorrect,0,1
