,trialnumber,trlid,blocknumber,arraytiltcond,probetiltcond,stim1cond,stim2cond,trialDifficultyChange,trialdifficulty,difficultyOri,stim1ori,addToStim1,stim2ori,correctResp,delay1,delay2,ITI,stim1trig,stim2trig,respcuetrig,buttonpresstrig,fbtrig,rt,resptime,PerceptDecCorrect,trlResponded,buttonResponded,buttontrig,subid,fbgiven,prevtrlfb,rewarded,unrewarded
903,20,148,3,0,1,-1,1,0,1,4,-33,4,-29,k,4.4,0.62,3.6,1,3,23,-100,60,0.5062864249,0.6902899396,1,1,k,50.0,10,correct,correct,1,0
909,21,149,3,1,0,1,-1,0,1,4,40,0,40,d,5.02,0.59,4.93,10,11,31,-100,60,0.4732075706,0.6902619999,1,1,d,40.0,10,correct,correct,1,0
915,22,150,3,1,1,1,1,0,1,4,58,4,62,k,6.83,0.6,4.24,10,12,32,-100,60,0.511599238,0.740298236,1,1,k,50.0,10,correct,correct,1,0
921,23,151,3,1,1,1,1,0,1,4,45,4,49,k,4.42,0.58,3.09,10,12,32,-100,60,0.4380318159,0.5601643651,1,1,k,50.0,10,correct,correct,1,0
927,24,152,3,1,1,1,1,0,1,4,51,4,55,k,4.82,0.51,3.03,10,12,32,-100,60,0.4302990856,0.6002563607,1,1,k,50.0,10,correct,correct,1,0
933,25,153,3,1,1,1,1,0,1,4,32,4,36,k,4.02,0.61,4.91,10,12,32,-100,61,0.4700201679,0.6002204383,0,1,d,40.0,10,incorrect,correct,0,1
939,26,154,3,0,1,-1,1,0,1,4,-42,4,-38,k,6.3,0.63,3.57,1,3,23,-100,60,0.2809823815,0.4101600031,1,1,k,50.0,10,correct,incorrect,1,0
945,27,155,3,1,0,1,-1,1,3,12,46,0,46,d,6.6,0.7,4.77,10,11,31,-100,60,0.4114626187,0.5902297268,1,1,d,40.0,10,correct,correct,1,0
951,28,156,3,1,0,1,-1,0,3,12,34,0,34,d,6.15,0.59,4.85,10,11,31,-100,60,0.617937893,0.7502937941,1,1,d,40.0,10,correct,correct,1,0
957,29,157,3,1,1,1,1,0,3,12,58,12,70,k,6.37,0.68,3.23,10,12,32,-100,60,0.4349553165,0.7103169784,1,1,k,50.0,10,correct,correct,1,0
963,30,158,3,0,1,-1,1,0,3,12,-36,12,-24,k,6.67,0.43,4.77,1,3,23,-100,60,0.5774327894,0.8203835831,1,1,k,50.0,10,correct,correct,1,0
969,31,159,3,1,1,1,1,0,3,12,57,12,69,k,6.18,0.5,3.02,10,12,32,-100,60,0.6969640987,0.8503773851,1,1,k,50.0,10,correct,correct,1,0
975,32,160,3,1,0,1,-1,0,3,12,47,0,47,d,4.92,0.47,4.76,10,11,31,-100,60,0.5220692003,0.5902425562,1,1,d,40.0,10,correct,correct,1,0
981,33,161,3,1,1,1,1,0,3,12,45,12,57,k,6.88,0.53,4.49,10,12,32,-100,60,0.4560905336,0.6003621323,1,1,k,50.0,10,correct,correct,1,0
987,34,162,3,0,1,-1,1,0,3,12,-47,12,-35,k,4.3,0.61,3.73,1,3,23,-100,60,0.2984264266,0.420175233,1,1,k,50.0,10,correct,correct,1,0
993,35,163,3,0,0,-1,-1,0,3,12,-48,0,-48,d,6.95,0.55,4.91,1,2,22,-100,60,0.6286858264,0.750322304,1,1,d,40.0,10,correct,correct,1,0
999,36,164,3,0,0,-1,-1,0,3,12,-58,0,-58,d,4.16,0.67,3.17,1,2,22,-100,61,0.4008255886,0.5501642453,0,1,k,50.0,10,incorrect,correct,0,1
1005,37,165,3,0,1,-1,1,0,3,12,-48,12,-36,k,6.09,0.52,3.9,1,3,23,-100,60,0.5020863518,0.6502603806,1,1,k,50.0,10,correct,incorrect,1,0
1011,38,166,3,0,0,-1,-1,0,3,12,-42,0,-42,d,5.85,0.41,4.21,1,2,22,-100,61,0.4793163791,0.6102627526,0,1,k,50.0,10,incorrect,correct,0,1
1017,39,167,3,0,0,-1,-1,1,2,8,-45,0,-45,d,5.07,0.57,4.21,1,2,22,-100,61,0.3105086217,0.4802104484,0,1,k,50.0,10,incorrect,incorrect,0,1
1023,40,168,3,0,1,-1,1,0,2,8,-40,8,-32,k,5.12,0.7,4.67,1,3,23,-100,60,0.6198186887,0.7703082886,1,1,k,50.0,10,correct,incorrect,1,0
1029,41,169,3,1,1,1,1,0,2,8,45,8,53,k,5.91,0.68,4.2,10,12,32,-100,60,0.7745203358,0.9204509234,1,1,k,50.0,10,correct,correct,1,0
1035,42,170,3,0,1,-1,1,0,2,8,-54,8,-46,k,4.89,0.57,4.82,1,3,23,-100,60,0.4518214667,0.6302550093,1,1,k,50.0,10,correct,correct,1,0
1041,43,171,3,1,0,1,-1,0,2,8,54,0,54,d,4.03,0.65,3.01,10,11,31,-100,60,0.4744734086,0.590189813,1,1,d,40.0,10,correct,correct,1,0
1047,44,172,3,0,0,-1,-1,0,2,8,-41,0,-41,d,4.93,0.53,3.38,1,2,22,-100,61,0.1903389766,0.3401041408,0,1,k,50.0,10,incorrect,correct,0,1
1053,45,173,3,1,0,1,-1,0,2,8,47,0,47,d,4.47,0.41,4.4,10,11,31,-100,60,0.3341837826,0.4501764475,1,1,d,40.0,10,correct,incorrect,1,0
1059,46,174,3,0,1,-1,1,0,2,8,-31,8,-23,k,6.28,0.59,4.73,1,3,23,-100,60,0.5168516102,0.9904243921,1,1,k,50.0,10,correct,correct,1,0
1065,47,175,3,1,1,1,1,0,2,8,55,8,63,k,4.34,0.6,3.46,10,12,32,-100,60,0.2889363483,0.3901007482,1,1,k,50.0,10,correct,correct,1,0
1071,48,176,3,0,1,-1,1,0,2,8,-35,8,-27,k,5.7,0.62,3.83,1,3,23,-100,60,0.4143056223,0.5102267732,1,1,k,50.0,10,correct,correct,1,0
1077,49,177,3,0,0,-1,-1,0,2,8,-52,0,-52,d,6.32,0.53,3.76,1,2,22,-100,61,0.3913255319,0.5402182943,0,1,k,50.0,10,incorrect,correct,0,1
1083,50,178,3,1,1,1,1,0,2,8,35,8,43,k,4.81,0.66,4.21,10,12,32,-100,62,,,-1,0,,,10,timed out,incorrect,0,0
1088,51,179,3,1,0,1,-1,1,3,12,56,0,56,d,5.06,0.49,4.2,10,11,31,-100,62,,,-1,0,,,10,timed out,timed out,0,0
1093,52,180,3,0,0,-1,-1,0,3,12,-41,0,-41,d,5.37,0.57,4.27,1,2,22,-100,61,0.5068289676,0.6402605459,0,1,k,50.0,10,incorrect,timed out,0,1
1099,53,181,3,0,0,-1,-1,0,3,12,-51,0,-51,d,5.75,0.59,4.23,1,2,22,-100,60,0.3738372965,0.4701370583,1,1,d,40.0,10,correct,incorrect,1,0
1105,54,182,3,0,0,-1,-1,0,3,12,-44,0,-44,d,6.37,0.55,4.96,1,2,22,-100,61,0.5442433169,0.6802533272,0,1,k,50.0,10,incorrect,correct,0,1
1111,55,183,3,1,0,1,-1,0,3,12,58,0,58,d,4.85,0.56,3.36,10,11,31,-100,61,0.5702964855,0.6503105579,0,1,k,50.0,10,incorrect,incorrect,0,1
1117,56,184,3,0,1,-1,1,0,3,12,-51,12,-39,k,6.63,0.62,3.55,1,3,23,-100,60,0.3832193224,0.5302398421,1,1,k,50.0,10,correct,incorrect,1,0
1129,58,186,3,1,0,1,-1,0,3,12,31,0,31,d,4.73,0.47,3.17,10,11,31,-100,60,0.5665933393,0.680296092,1,1,d,40.0,10,correct,correct,1,0
1135,59,187,3,1,0,1,-1,0,3,12,48,0,48,d,4.81,0.56,4.51,10,11,31,-100,60,0.3940125865,0.5402108818,1,1,d,40.0,10,correct,correct,1,0
1141,60,188,3,0,1,-1,1,0,3,12,-59,12,-47,k,5.35,0.67,3.25,1,3,23,-100,60,0.743737951,0.8803674807,1,1,k,50.0,10,correct,correct,1,0
1147,61,189,3,0,0,-1,-1,0,3,12,-35,0,-35,d,4.17,0.62,3.83,1,2,22,-100,60,0.5338166896,0.6302778172,1,1,d,40.0,10,correct,correct,1,0
1153,62,190,3,1,1,1,1,0,3,12,51,12,63,k,4.82,0.62,3.18,10,12,32,-100,60,0.8879548107,1.0004949312,1,1,k,50.0,10,correct,correct,1,0
1159,63,191,3,0,0,-1,-1,0,3,12,-35,0,-35,d,6.86,0.51,3.28,1,2,22,-100,60,0.8247008317,0.8903832809,1,1,d,40.0,10,correct,correct,1,0
1165,64,192,3,1,0,1,-1,0,3,12,50,0,50,d,5.77,0.56,3.54,10,11,31,-100,60,0.3780499139,0.4901643822,1,1,d,40.0,10,correct,correct,1,0
1171,1,193,4,1,0,1,-1,0,3,12,48,0,48,d,5.38,0.6,4.1,10,11,31,-100,61,0.5121363638,0.6902531619,0,1,k,50.0,10,incorrect,correct,0,1
1177,2,194,4,0,1,-1,1,0,3,12,-37,12,-25,k,4.67,0.49,4.64,1,3,23,-100,60,0.479714947,0.6002597819,1,1,k,50.0,10,correct,incorrect,1,0
1183,3,195,4,0,1,-1,1,0,3,12,-47,12,-35,k,5.25,0.7,3.97,1,3,23,-100,60,0.5830555047,0.7603195728,1,1,k,50.0,10,correct,correct,1,0
1189,4,196,4,0,0,-1,-1,0,3,12,-44,0,-44,d,5.58,0.6,3.93,1,2,22,-100,60,0.3782417853,0.4601452064,1,1,d,40.0,10,correct,correct,1,0
1195,5,197,4,1,1,1,1,0,3,12,48,12,60,k,4.58,0.62,4.37,10,12,32,-100,60,0.3098229595,0.5401758146,1,1,k,50.0,10,correct,correct,1,0
1201,6,198,4,0,1,-1,1,0,3,12,-55,12,-43,k,6.34,0.6,4.0,1,3,23,-100,60,0.4805725237,0.6001642738,1,1,k,50.0,10,correct,correct,1,0
1207,7,199,4,1,0,1,-1,0,3,12,39,0,39,d,4.13,0.68,4.05,10,11,31,-100,61,0.3907792829,0.5401835123,0,1,k,50.0,10,incorrect,correct,0,1
1213,8,200,4,0,0,-1,-1,0,3,12,-49,0,-49,d,4.72,0.51,4.78,1,2,22,-100,60,0.9700797535,1.1005066773,1,1,d,40.0,10,correct,incorrect,1,0
1219,9,201,4,1,0,1,-1,0,3,12,32,0,32,d,6.77,0.68,3.08,10,11,31,-100,61,1.205043794,1.3406580875,0,1,k,50.0,10,incorrect,correct,0,1
1225,10,202,4,0,0,-1,-1,0,3,12,-58,0,-58,d,4.27,0.41,3.61,1,2,22,-100,60,0.3790312234,0.5902613727,1,1,d,40.0,10,correct,incorrect,1,0
1231,11,203,4,1,1,1,1,0,3,12,31,12,43,k,6.86,0.51,3.22,10,12,32,-100,60,0.4240428811,0.6702677475,1,1,k,50.0,10,correct,correct,1,0
1237,12,204,4,1,1,1,1,0,3,12,47,12,59,k,4.02,0.69,4.62,10,12,32,-100,60,0.4757500803,0.6902808165,1,1,k,50.0,10,correct,correct,1,0
1243,13,205,4,0,0,-1,-1,1,1,4,-57,0,-57,d,5.07,0.56,3.51,1,2,22,-100,60,0.5975279668,0.7503348483,1,1,d,40.0,10,correct,correct,1,0
1249,14,206,4,0,0,-1,-1,0,1,4,-40,0,-40,d,4.49,0.66,4.72,1,2,22,-100,60,0.4508546972,0.5702103857,1,1,d,40.0,10,correct,correct,1,0
1255,15,207,4,0,0,-1,-1,0,1,4,-44,0,-44,d,5.47,0.51,3.86,1,2,22,-100,60,0.5145058186,0.6302590007,1,1,d,40.0,10,correct,correct,1,0
1261,16,208,4,0,0,-1,-1,0,1,4,-37,0,-37,d,5.13,0.64,3.5,1,2,22,-100,60,0.3460330521,0.4601529041,1,1,d,40.0,10,correct,correct,1,0
1267,17,209,4,0,1,-1,1,0,1,4,-43,4,-39,k,5.35,0.4,4.29,1,3,23,-100,61,0.5116893292,0.6402514228,0,1,d,40.0,10,incorrect,correct,0,1
1273,18,210,4,1,1,1,1,0,1,4,46,4,50,k,5.42,0.53,3.38,10,12,32,-100,61,0.5029941059,0.6401750163,0,1,d,40.0,10,incorrect,incorrect,0,1
1279,19,211,4,0,0,-1,-1,0,1,4,-54,0,-54,d,5.49,0.52,3.28,1,2,22,-100,60,1.1908581412,1.310619525,1,1,d,40.0,10,correct,incorrect,1,0
1285,20,212,4,1,1,1,1,0,1,4,45,4,49,k,5.55,0.5,3.64,10,12,32,-100,61,0.520125968,0.6702600499,0,1,d,40.0,10,incorrect,correct,0,1
1291,21,213,4,1,0,1,-1,0,1,4,58,0,58,d,5.76,0.57,3.04,10,11,31,-100,60,0.5479131065,0.730291559,1,1,d,40.0,10,correct,incorrect,1,0
1297,22,214,4,0,0,-1,-1,0,1,4,-43,0,-43,d,6.78,0.48,4.55,1,2,22,-100,60,0.2941681934,0.4301685104,1,1,d,40.0,10,correct,correct,1,0
1303,23,215,4,0,1,-1,1,0,1,4,-58,4,-54,k,6.23,0.56,3.45,1,3,23,-100,60,0.5135732609,0.6602796019,1,1,k,50.0,10,correct,correct,1,0
1309,24,216,4,1,1,1,1,0,1,4,36,4,40,k,5.44,0.51,4.22,10,12,32,-100,61,0.3006975223,0.4702639272,0,1,d,40.0,10,incorrect,correct,0,1
1315,25,217,4,0,0,-1,-1,0,1,4,-45,0,-45,d,5.45,0.53,4.08,1,2,22,-100,60,1.220186808,1.3405993572,1,1,d,40.0,10,correct,incorrect,1,0
1321,26,218,4,1,1,1,1,0,1,4,52,4,56,k,4.52,0.49,3.62,10,12,32,-100,60,0.9978614751,1.1505697126,1,1,k,50.0,10,correct,correct,1,0
1327,27,219,4,0,1,-1,1,0,1,4,-47,4,-43,k,5.63,0.45,4.83,1,3,23,-100,61,0.4402940735,0.6102242643,0,1,d,40.0,10,incorrect,correct,0,1
1333,28,220,4,0,1,-1,1,1,2,8,-47,8,-39,k,4.85,0.61,4.56,1,3,23,-100,61,0.3039430852,0.4401446819,0,1,d,40.0,10,incorrect,incorrect,0,1
1345,30,222,4,0,1,-1,1,0,2,8,-32,8,-24,k,6.16,0.6,4.5,1,3,23,-100,60,1.1203295854,1.2505731908,1,1,k,50.0,10,correct,correct,1,0
1357,32,224,4,0,0,-1,-1,0,2,8,-50,0,-50,d,5.96,0.47,3.54,1,2,22,-100,60,1.3119306937,1.4606455545,1,1,d,40.0,10,correct,incorrect,1,0
1363,33,225,4,1,0,1,-1,0,2,8,59,0,59,d,6.3,0.62,3.27,10,11,31,-100,61,0.7747706524,0.8803731827,0,1,k,50.0,10,incorrect,correct,0,1
1369,34,226,4,0,1,-1,1,0,2,8,-41,8,-33,k,6.27,0.62,4.61,1,3,23,-100,60,0.6910306259,0.8703844669,1,1,k,50.0,10,correct,incorrect,1,0
1375,35,227,4,0,1,-1,1,0,2,8,-30,8,-22,k,4.66,0.59,3.82,1,3,23,-100,60,0.9149542217,1.030436275,1,1,k,50.0,10,correct,correct,1,0
1381,36,228,4,0,1,-1,1,0,2,8,-39,8,-31,k,5.9,0.5,3.87,1,3,23,-100,61,1.2559358961,1.3906829196,0,1,d,40.0,10,incorrect,correct,0,1
1387,37,229,4,0,0,-1,-1,0,2,8,-51,0,-51,d,4.31,0.55,3.46,1,2,22,-100,60,0.445813298,0.5902265907,1,1,d,40.0,10,correct,incorrect,1,0
1393,38,230,4,1,0,1,-1,0,2,8,39,0,39,d,6.26,0.51,3.3,10,11,31,-100,61,0.4892569132,0.6202429154,0,1,k,50.0,10,incorrect,correct,0,1
1405,40,232,4,1,1,1,1,1,0,2,34,2,36,k,6.64,0.62,4.68,10,12,32,-100,60,0.5820804674,0.6501075677,1,1,k,50.0,10,correct,incorrect,1,0
1411,41,233,4,0,1,-1,1,0,0,2,-31,2,-29,k,6.84,0.45,4.76,1,3,23,-100,61,1.0103222812,1.2105635887,0,1,d,40.0,10,incorrect,correct,0,1
1417,42,234,4,0,0,-1,-1,0,0,2,-34,0,-34,d,6.98,0.6,3.11,1,2,22,-100,60,1.2790687994,1.41067147,1,1,d,40.0,10,correct,incorrect,1,0
1423,43,235,4,1,0,1,-1,0,0,2,42,0,42,d,4.72,0.6,4.52,10,11,31,-100,61,1.0720472762,1.1706660303,0,1,k,50.0,10,incorrect,correct,0,1
1429,44,236,4,0,0,-1,-1,0,0,2,-46,0,-46,d,6.5,0.49,4.06,1,2,22,-100,61,0.6787899159,0.8903621836,0,1,k,50.0,10,incorrect,incorrect,0,1
1435,45,237,4,1,1,1,1,0,0,2,31,2,33,k,6.94,0.62,4.25,10,12,32,-100,60,0.472685555,0.6502595253,1,1,k,50.0,10,correct,incorrect,1,0
1441,46,238,4,1,0,1,-1,0,0,2,58,0,58,d,6.77,0.44,3.29,10,11,31,-100,60,1.1239115647,1.3506479437,1,1,d,40.0,10,correct,correct,1,0
1447,47,239,4,1,0,1,-1,0,0,2,45,0,45,d,4.83,0.7,3.46,10,11,31,-100,61,0.5796867792,0.6602471007,0,1,k,50.0,10,incorrect,correct,0,1
1459,49,241,4,0,1,-1,1,0,0,2,-51,2,-49,k,5.15,0.55,4.32,1,3,23,-100,61,0.4497020434,0.6102396596,0,1,d,40.0,10,incorrect,correct,0,1
1465,50,242,4,1,0,1,-1,0,0,2,30,0,30,d,5.25,0.47,4.81,10,11,31,-100,62,,,-1,0,,,10,timed out,incorrect,0,0
1470,51,243,4,0,1,-1,1,0,0,2,-47,2,-45,k,6.94,0.56,4.08,1,3,23,-100,61,0.4226949348,0.5902328629,0,1,d,40.0,10,incorrect,timed out,0,1
1481,53,245,4,1,1,1,1,0,1,4,49,4,53,k,6.89,0.67,4.34,10,12,32,-100,60,0.832259937,0.9504250536,1,1,k,50.0,10,correct,timed out,1,0
1487,54,246,4,1,1,1,1,0,1,4,46,4,50,k,5.5,0.47,4.43,10,12,32,-100,60,0.6110915343,0.7803181017,1,1,k,50.0,10,correct,correct,1,0
1493,55,247,4,1,0,1,-1,0,1,4,59,0,59,d,5.25,0.45,4.98,10,11,31,-100,61,0.5841765125,0.7203202342,0,1,k,50.0,10,incorrect,correct,0,1
1499,56,248,4,1,1,1,1,0,1,4,57,4,61,k,5.17,0.66,3.04,10,12,32,-100,62,,,-1,0,,,10,timed out,incorrect,0,0
1510,58,250,4,1,1,1,1,0,1,4,41,4,45,k,5.54,0.63,4.5,10,12,32,-100,60,0.5845377325,0.7303203539,1,1,k,50.0,10,correct,correct,1,0
1516,59,251,4,0,1,-1,1,0,1,4,-53,4,-49,k,6.08,0.44,4.14,1,3,23,-100,60,0.6057302545,0.7202951455,1,1,k,50.0,10,correct,correct,1,0
1534,62,254,4,1,1,1,1,0,1,4,37,4,41,k,5.54,0.65,3.86,10,12,32,-100,60,0.6574152159,0.8403382068,1,1,k,50.0,10,correct,incorrect,1,0
1540,63,255,4,1,0,1,-1,0,1,4,60,0,60,d,6.57,0.42,3.68,10,11,31,-100,61,1.1083146736,1.2405679393,0,1,k,50.0,10,incorrect,correct,0,1
1546,64,256,4,1,1,1,1,0,1,4,49,4,53,k,6.31,0.66,4.83,10,12,32,-100,61,0.8764413874,1.0605227341,0,1,d,40.0,10,incorrect,incorrect,0,1
1552,1,257,5,1,1,1,1,0,0,2,44,2,46,k,6.63,0.68,4.31,10,12,32,-100,60,0.3796148203,0.5101095976,1,1,k,50.0,10,correct,incorrect,1,0
1558,2,258,5,1,1,1,1,0,0,2,44,2,46,k,5.3,0.42,4.57,10,12,32,-100,60,0.4428916072,0.6202403496,1,1,k,50.0,10,correct,correct,1,0
1564,3,259,5,0,1,-1,1,0,0,2,-35,2,-33,k,5.09,0.54,3.06,1,3,23,-100,61,0.3587989137,0.4901592504,0,1,d,40.0,10,incorrect,correct,0,1
1570,4,260,5,0,0,-1,-1,0,0,2,-41,0,-41,d,4.69,0.55,3.63,1,2,22,-100,61,0.2889654284,0.4701652831,0,1,k,50.0,10,incorrect,incorrect,0,1
1576,5,261,5,0,1,-1,1,0,0,2,-37,2,-35,k,4.14,0.54,4.82,1,3,23,-100,61,0.5466837612,0.6802570335,0,1,d,40.0,10,incorrect,incorrect,0,1
1582,6,262,5,0,1,-1,1,0,0,2,-35,2,-33,k,4.94,0.49,4.81,1,3,23,-100,60,0.4040657346,0.5802680954,1,1,k,50.0,10,correct,incorrect,1,0
1588,7,263,5,1,0,1,-1,0,0,2,55,0,55,d,5.58,0.47,4.11,10,11,31,-100,61,0.8150719104,0.9504187814,0,1,k,50.0,10,incorrect,correct,0,1
1594,8,264,5,1,1,1,1,0,0,2,56,2,58,k,5.22,0.46,3.62,10,12,32,-100,61,0.6707153524,0.7703476322,0,1,d,40.0,10,incorrect,incorrect,0,1
1600,9,265,5,1,0,1,-1,0,0,2,49,0,49,d,5.19,0.66,3.16,10,11,31,-100,61,0.8046133521,0.9904474851,0,1,k,50.0,10,incorrect,incorrect,0,1
1606,10,266,5,0,1,-1,1,0,0,2,-39,2,-37,k,4.95,0.46,3.92,1,3,23,-100,61,0.9740409139,1.0905099787,0,1,d,40.0,10,incorrect,incorrect,0,1
1612,11,267,5,1,0,1,-1,0,0,2,38,0,38,d,6.95,0.67,3.42,10,11,31,-100,60,0.436644811,0.5702346191,1,1,d,40.0,10,correct,incorrect,1,0
1618,12,268,5,0,1,-1,1,0,0,2,-31,2,-29,k,5.26,0.63,4.03,1,3,23,-100,60,0.8841005623,1.0304308582,1,1,k,50.0,10,correct,correct,1,0
1624,13,269,5,1,0,1,-1,0,0,2,56,0,56,d,5.34,0.42,3.75,10,11,31,-100,61,0.5933732243,0.7402745728,0,1,k,50.0,10,incorrect,correct,0,1
1630,14,270,5,1,1,1,1,1,2,8,37,8,45,k,4.05,0.55,3.55,10,12,32,-100,60,0.6257741141,0.7703533341,1,1,k,50.0,10,correct,incorrect,1,0
1636,15,271,5,0,1,-1,1,0,2,8,-55,8,-47,k,4.07,0.6,4.38,1,3,23,-100,60,0.3997085722,0.5802706612,1,1,k,50.0,10,correct,correct,1,0
1642,16,272,5,0,1,-1,1,0,2,8,-43,8,-35,k,5.6,0.4,4.24,1,3,23,-100,60,0.3349977392,0.5202248972,1,1,k,50.0,10,correct,correct,1,0
1648,17,273,5,0,0,-1,-1,0,2,8,-37,0,-37,d,5.47,0.65,4.17,1,2,22,-100,60,0.4780345756,0.5902508241,1,1,d,40.0,10,correct,correct,1,0
1654,18,274,5,0,1,-1,1,0,2,8,-51,8,-43,k,6.43,0.56,4.53,1,3,23,-100,60,0.328580454,0.4901649524,1,1,k,50.0,10,correct,correct,1,0
1660,19,275,5,1,0,1,-1,0,2,8,40,0,40,d,4.32,0.66,3.95,10,11,31,-100,60,1.0625583383,1.1605336248,1,1,d,40.0,10,correct,correct,1,0
1666,20,276,5,1,1,1,1,0,2,8,39,8,47,k,5.28,0.52,4.51,10,12,32,-100,60,0.9777386432,1.0905270847,1,1,k,50.0,10,correct,correct,1,0
1672,21,277,5,0,0,-1,-1,0,2,8,-33,0,-33,d,6.59,0.41,4.81,1,2,22,-100,61,1.1296970713,1.2505743312,0,1,k,50.0,10,incorrect,correct,0,1
1678,22,278,5,0,1,-1,1,0,2,8,-54,8,-46,k,4.3,0.61,4.83,1,3,23,-100,60,0.2450311584,0.390094476,1,1,k,50.0,10,correct,incorrect,1,0
1684,23,279,5,0,0,-1,-1,0,2,8,-55,0,-55,d,5.77,0.48,4.7,1,2,22,-100,61,0.2678535893,0.4300978059,0,1,k,50.0,10,incorrect,correct,0,1
1690,24,280,5,1,0,1,-1,0,2,8,54,0,54,d,4.93,0.69,4.73,10,11,31,-100,61,0.6332094865,0.7503123256,0,1,k,50.0,10,incorrect,incorrect,0,1
1696,25,281,5,1,1,1,1,0,2,8,49,8,57,k,4.47,0.57,3.79,10,12,32,-100,60,0.2891578699,0.450166184,1,1,k,50.0,10,correct,incorrect,1,0
1702,26,282,5,1,0,1,-1,1,1,4,36,0,36,d,4.2,0.44,3.58,10,11,31,-100,61,0.4833821707,0.6301865857,0,1,k,50.0,10,incorrect,correct,0,1
1708,27,283,5,0,0,-1,-1,0,1,4,-43,0,-43,d,6.12,0.48,3.57,1,2,22,-100,60,0.9248782201,1.0404820106,1,1,d,40.0,10,correct,incorrect,1,0
1714,28,284,5,0,0,-1,-1,0,1,4,-49,0,-49,d,5.03,0.66,3.06,1,2,22,-100,60,0.4724631781,0.6202121248,1,1,d,40.0,10,correct,correct,1,0
1720,29,285,5,1,0,1,-1,0,1,4,42,0,42,d,5.67,0.44,3.93,10,11,31,-100,60,0.8300387335,0.9503956884,1,1,d,40.0,10,correct,correct,1,0
1726,30,286,5,0,0,-1,-1,0,1,4,-38,0,-38,d,5.64,0.56,4.32,1,2,22,-100,61,0.4087424926,0.5302024942,0,1,k,50.0,10,incorrect,correct,0,1
1732,31,287,5,0,0,-1,-1,0,1,4,-53,0,-53,d,4.19,0.63,3.21,1,2,22,-100,61,0.3874196806,0.5502332392,0,1,k,50.0,10,incorrect,incorrect,0,1
1738,32,288,5,1,1,1,1,0,1,4,41,4,45,k,4.36,0.67,3.01,10,12,32,-100,60,0.1757824104,0.2900376843,1,1,k,50.0,10,correct,incorrect,1,0
1744,33,289,5,1,1,1,1,0,1,4,53,4,57,k,6.15,0.61,3.05,10,12,32,-100,60,0.5494549199,0.7903153704,1,1,k,50.0,10,correct,correct,1,0
1750,34,290,5,0,1,-1,1,0,1,4,-46,4,-42,k,5.16,0.54,4.67,1,3,23,-100,60,0.4325579221,0.6102710205,1,1,k,50.0,10,correct,correct,1,0
1756,35,291,5,1,1,1,1,0,1,4,33,4,37,k,5.06,0.51,3.09,10,12,32,-100,61,0.3404442635,0.4401954294,0,1,d,40.0,10,incorrect,correct,0,1
1762,36,292,5,0,0,-1,-1,0,1,4,-56,0,-56,d,6.09,0.67,4.6,1,2,22,-100,61,0.4633833567,0.5602031385,0,1,k,50.0,10,incorrect,incorrect,0,1
1768,37,293,5,0,0,-1,-1,0,1,4,-51,0,-51,d,5.44,0.57,4.43,1,2,22,-100,60,0.4803552785,0.6602935718,1,1,d,40.0,10,correct,incorrect,1,0
1774,38,294,5,1,0,1,-1,0,1,4,35,0,35,d,6.36,0.45,4.59,10,11,31,-100,60,0.4670628397,0.6302612815,1,1,d,40.0,10,correct,correct,1,0
1780,39,295,5,1,1,1,1,1,3,12,37,12,49,k,4.49,0.46,4.34,10,12,32,-100,60,0.5348216623,0.6503085623,1,1,k,50.0,10,correct,correct,1,0
1786,40,296,5,0,1,-1,1,0,3,12,-40,12,-28,k,5.34,0.62,4.6,1,3,23,-100,60,0.3358881022,0.4901484166,1,1,k,50.0,10,correct,correct,1,0
1792,41,297,5,1,1,1,1,0,3,12,30,12,42,k,5.86,0.57,3.41,10,12,32,-100,60,0.3453502408,0.4801346122,1,1,k,50.0,10,correct,correct,1,0
1804,43,299,5,1,1,1,1,0,3,12,51,12,63,k,4.82,0.61,4.33,10,12,32,-100,60,0.4232907909,0.6202534641,1,1,k,50.0,10,correct,correct,1,0
1810,44,300,5,0,1,-1,1,0,3,12,-60,12,-48,k,6.33,0.66,4.79,1,3,23,-100,60,0.4315301415,0.56019316,1,1,k,50.0,10,correct,correct,1,0
1816,45,301,5,0,1,-1,1,0,3,12,-42,12,-30,k,6.43,0.48,3.86,1,3,23,-100,61,0.5344561658,0.6502523978,0,1,d,40.0,10,incorrect,correct,0,1
1822,46,302,5,0,0,-1,-1,0,3,12,-32,0,-32,d,5.65,0.56,4.85,1,2,22,-100,60,0.9712688999,1.0604799693,1,1,d,40.0,10,correct,incorrect,1,0
1828,47,303,5,0,1,-1,1,0,3,12,-55,12,-43,k,4.53,0.55,4.14,1,3,23,-100,60,0.429100816,0.5902431264,1,1,k,50.0,10,correct,correct,1,0
1834,48,304,5,1,1,1,1,0,3,12,38,12,50,k,6.23,0.51,4.54,10,12,32,-100,60,0.4775815539,0.5802407259,1,1,k,50.0,10,correct,correct,1,0
1840,49,305,5,0,0,-1,-1,0,3,12,-42,0,-42,d,4.07,0.59,3.15,1,2,22,-100,60,0.5301480403,0.6803174744,1,1,d,40.0,10,correct,correct,1,0
