,trialnumber,trlid,blocknumber,arraytiltcond,probetiltcond,stim1cond,stim2cond,trialDifficultyChange,trialdifficulty,difficultyOri,stim1ori,addToStim1,stim2ori,correctResp,delay1,delay2,ITI,stim1trig,stim2trig,respcuetrig,buttonpresstrig,fbtrig,rt,resptime,PerceptDecCorrect,trlResponded,buttonResponded,buttontrig,subid,fbgiven,prevtrlfb,rewarded,unrewarded
1820,45,301,5,1,0,1,-1,0,3,12,51,0,51,d,4.27,0.49,3.0,10,11,31,-100,60,0.2843149693,0.4602180053,1,1,d,40.0,15,correct,correct,1,0
1826,46,302,5,0,0,-1,-1,0,3,12,-55,0,-55,d,4.1,0.49,4.9,1,2,22,-100,60,0.1519363062,0.3501436481,1,1,d,40.0,15,correct,correct,1,0
1832,47,303,5,0,1,-1,1,0,3,12,-56,12,-44,k,5.57,0.59,4.27,1,3,23,-100,60,0.4692468687,0.5902172156,1,1,k,50.0,15,correct,correct,1,0
1838,48,304,5,1,1,1,1,0,3,12,41,12,53,k,4.34,0.68,4.55,10,12,32,-100,60,0.3089525418,0.3901527258,1,1,k,50.0,15,correct,correct,1,0
1844,49,305,5,1,1,1,1,0,3,12,49,12,61,k,5.61,0.43,4.97,10,12,32,-100,60,0.341761964,0.3800997796,1,1,k,50.0,15,correct,correct,1,0
1850,50,306,5,0,1,-1,1,0,3,12,-35,12,-23,k,6.89,0.69,4.64,1,3,23,-100,60,0.2880078825,0.4201436396,1,1,k,50.0,15,correct,correct,1,0
1856,51,307,5,1,0,1,-1,0,3,12,50,0,50,d,6.13,0.69,4.96,10,11,31,-100,61,0.278413949,0.3600429248,0,1,k,50.0,15,incorrect,correct,0,1
1862,52,308,5,1,1,1,1,0,3,12,56,12,68,k,5.29,0.52,3.37,10,12,32,-100,60,0.3162400083,0.3900982715,1,1,k,50.0,15,correct,incorrect,1,0
1868,53,309,5,1,1,1,1,1,0,2,44,2,46,k,6.5,0.52,3.45,10,12,32,-100,61,0.2657298058,0.4802118528,0,1,d,40.0,15,incorrect,correct,0,1
1874,54,310,5,0,1,-1,1,0,0,2,-49,2,-47,k,4.77,0.57,4.41,1,3,23,-100,60,0.2892945433,0.4502086797,1,1,k,50.0,15,correct,incorrect,1,0
1880,55,311,5,0,0,-1,-1,0,0,2,-30,0,-30,d,4.7,0.55,4.99,1,2,22,-100,61,0.292432935,0.4101850619,0,1,k,50.0,15,incorrect,correct,0,1
1886,56,312,5,0,1,-1,1,0,0,2,-42,2,-40,k,5.09,0.63,4.67,1,3,23,-100,61,0.3977423993,0.6302439695,0,1,d,40.0,15,incorrect,incorrect,0,1
1892,57,313,5,0,0,-1,-1,0,0,2,-36,0,-36,d,4.86,0.48,4.88,1,2,22,-100,61,0.2449844321,0.3600700094,0,1,k,50.0,15,incorrect,incorrect,0,1
1898,58,314,5,1,0,1,-1,0,0,2,48,0,48,d,5.83,0.67,3.11,10,11,31,-100,60,0.2205846338,0.4001095928,1,1,d,40.0,15,correct,incorrect,1,0
1904,59,315,5,1,0,1,-1,0,0,2,59,0,59,d,6.92,0.46,3.63,10,11,31,-100,61,0.2595371271,0.3901239306,0,1,k,50.0,15,incorrect,correct,0,1
1910,60,316,5,1,1,1,1,0,0,2,48,2,50,k,6.32,0.66,3.22,10,12,32,-100,61,0.2070212392,0.3700844669,0,1,d,40.0,15,incorrect,incorrect,0,1
1916,61,317,5,0,0,-1,-1,0,0,2,-60,0,-60,d,5.08,0.41,3.61,1,2,22,-100,61,0.3150403033,0.4501724718,0,1,k,50.0,15,incorrect,incorrect,0,1
1922,62,318,5,1,0,1,-1,0,0,2,40,0,40,d,4.67,0.56,4.51,10,11,31,-100,60,0.2787115944,0.5201727484,1,1,d,40.0,15,correct,incorrect,1,0
1928,63,319,5,0,0,-1,-1,0,0,2,-50,0,-50,d,6.32,0.45,3.47,1,2,22,-100,61,0.8720441085,1.0204551409,0,1,k,50.0,15,incorrect,correct,0,1
1934,64,320,5,0,1,-1,1,0,0,2,-38,2,-36,k,6.33,0.61,4.0,1,3,23,-100,60,0.3286689861,0.4501798845,1,1,k,50.0,15,correct,incorrect,1,0
